ticker,name,premium_code,free_code
FRC_D,FIRST REPUBLIC BANK,,
FRC_E,FIRST REPUBLIC BANK,,
FRC_F,FIRST REPUBLIC BANK,,
FFA,First Trust,EOD/FFA,GOOG/NYSE_FFA
FMY,First Trust,EOD/FMY,GOOG/NYSE_FMY
FAV,First Trust Dividend and Income Fund,EOD/FAV,GOOG/NYSE_FAV
FDEU,First Trust Dynamic Europe Equity Income Fund,EOD/FDEU,
FIF,First Trust Energy Infrastructure Fund,EOD/FIF,GOOG/NYSE_FIF
FSD,First Trust High Income Long Short Fund,EOD/FSD,GOOG/NYSE_FSD
FPF,First Trust Intermediate Duration Preferred & Income Fund,EOD/FPF,
FEI           ,First Trust MLP and Energy Income Fund,EOD/FEI           ,GOOG/NYSE_FEI           
FPL,First Trust New Opportunities MLP & Energy Fund,EOD/FPL,
FCT,First Trust Senior Floating Rate Income Fund II,EOD/FCT,GOOG/NYSE_FCT
FGB,First Trust Specialty Finance and Financial Opportunities Fund,EOD/FGB,GOOG/NYSE_FGB
FHY,First Trust Strategic High Income Fund II,EOD/FHY,GOOG/NYSE_FHY
FEO,First Trust/Aberdeen Emerging Opportunity Fund,EOD/FEO,GOOG/NYSE_FEO
FAM,First Trust/Aberdeen Global Opportunity Income Fund,EOD/FAM,GOOG/NYSE_FAM
FE,FirstEnergy Corporation,EOD/FE,GOOG/NYSE_FE
FMER_A,FirstMerit Corporation,,
FIT,Fitbit,EOD/FIT,
OAKS,Five Oaks Investment Corp.,EOD/OAKS,GOOG/NYSE_OAKS
OAKS_A,Five Oaks Investment Corp.,,
FVE,Five Star Quality Care,EOD/FVE,GOOG/NYSE_FVE
FBC,Flagstar Bancorp,EOD/FBC,GOOG/NYSE_FBC
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,EOD/DFP,GOOG/NYSE_DFP
PFD,Flaherty & Crumrine Preferred Income Fund Incorporated,EOD/PFD,GOOG/NYSE_PFD
PFO,Flaherty & Crumrine Preferred Income Opportunity Fund Inc,EOD/PFO,GOOG/NYSE_PFO
FFC,Flaherty & Crumrine Preferred Securities Income Fund Inc,EOD/FFC,GOOG/NYSE_FFC
FLC,Flaherty & Crumrine Total Return Fund Inc,EOD/FLC,GOOG/NYSE_FLC
FLT,FleetCor Technologies,EOD/FLT,GOOG/NYSE_FLT
FLTX,Fleetmatics Group PLC,EOD/FLTX,GOOG/NYSE_FLTX
FTK,Flotek Industries,EOD/FTK,GOOG/NYSE_FTK
FLO,Flowers Foods,EOD/FLO,GOOG/NYSE_FLO
FLS,Flowserve Corporation,EOD/FLS,GOOG/NYSE_FLS
FLR,Fluor Corporation,EOD/FLR,GOOG/NYSE_FLR
FLY,Fly Leasing Limited,EOD/FLY,GOOG/NYSE_FLY
FMC,FMC Corporation,EOD/FMC,GOOG/NYSE_FMC
FTI,FMC Technologies,EOD/FTI,GOOG/NYSE_FTI
FMX,Fomento Economico Mexicano S.A.B. de C.V.,EOD/FMX,GOOG/NYSE_FMX
FL,Foot Locker,EOD/FL,GOOG/NYSE_FL
F,Ford Motor Company,EOD/F,GOOG/NYSE_F
FELP,Foresight Energy LP,EOD/FELP,
FCE_A,Forest City Enterprises Inc,EOD/FCE_A,GOOG/NYSE_FCE_A
FCE_B,Forest City Enterprises Inc,EOD/FCE_B,GOOG/NYSE_FCE_B
FOR,Forestar Group Inc,EOD/FOR,GOOG/NYSE_FOR
FDI,Fort Dearborn Income Securities,EOD/FDI,GOOG/NYSE_FDI
FIG,Fortress Investment Group LLC,EOD/FIG,GOOG/NYSE_FIG
FTAI,Fortress Transportation and Infrastructure Investors LLC,EOD/FTAI,
FSM,Fortuna Silver Mines Inc.,EOD/FSM,GOOG/NYSE_FSM
FBHS,Fortune Brands Home & Security,EOD/FBHS,GOOG/NYSE_FBHS
FET,Forum Energy Technologies,EOD/FET,GOOG/NYSE_FET
FCPT,Four Corners Property Trust,EOD/FCPT,
FNV,Franco-Nevada Corporation,EOD/FNV,GOOG/NYSE_FNV
FC,Franklin Covey Company,EOD/FC,GOOG/NYSE_FC
FSB,Franklin Financial Network,EOD/FSB,
BEN,Franklin Resources,EOD/BEN,GOOG/NYSE_BEN
FT,Franklin Universal Trust,EOD/FT,GOOG/NYSE_FT
FI,Frank&#39;s International N.V.,EOD/FI,GOOG/NYSE_FI
FCX,Freeport-McMoran,EOD/FCX,GOOG/NYSE_FCX
FSL,Freescale Semiconductor,EOD/FSL,GOOG/NYSE_FSL
FMS,Fresenius Medical Care Corporation,EOD/FMS,GOOG/NYSE_FMS
FDP,Fresh Del Monte Produce,EOD/FDP,GOOG/NYSE_FDP
FRO,Frontline Ltd.,EOD/FRO,GOOG/NYSE_FRO
FSIC,FS Investment Corporation,EOD/FSIC,
FCN,FTI Consulting,EOD/FCN,GOOG/NYSE_FCN
FRM,Furmanite Corporation,EOD/FRM,GOOG/NYSE_FRM
FF,FutureFuel Corp.,EOD/FF,GOOG/NYSE_FF
FXCM,FXCM Inc.,EOD/FXCM,GOOG/NYSE_FXCM
GCV,Gabelli Convertible and Income Securities Fund,EOD/GCV,GOOG/NYSE_GCV
GCV_B,Gabelli Convertible and Income Securities Fund,,GOOG/NYSE_GCV_B
GDV,Gabelli Dividend,EOD/GDV,GOOG/NYSE_GDV
GDV_A,Gabelli Dividend,,GOOG/NYSE_GDV_A
GDV_D,Gabelli Dividend,,GOOG/NYSE_GDV_D
GAB,Gabelli Equity Trust,EOD/GAB,GOOG/NYSE_GAB
GAB_D,Gabelli Equity Trust,,GOOG/NYSE_GAB_D
GAB_G,Gabelli Equity Trust,,GOOG/NYSE_GAB_G
GAB_H,Gabelli Equity Trust,,GOOG/NYSE_GAB_H
GGZ,Gabelli Global Small and Mid Cap Value Trust (The),EOD/GGZ,
GGT,Gabelli Multi-Media Trust Inc. (The),EOD/GGT,GOOG/NYSE_GGT
GGT_B,Gabelli Multi-Media Trust Inc. (The),,GOOG/NYSE_GGT_B
GUT,Gabelli Utility Trust (The),EOD/GUT,GOOG/NYSE_GUT
GUT_A,Gabelli Utility Trust (The),,GOOG/NYSE_GUT_A
GFA,Gafisa SA,EOD/GFA,GOOG/NYSE_GFA
GCAP,GAIN Capital Holdings,EOD/GCAP,GOOG/NYSE_GCAP
GBL,Gamco Investors,EOD/GBL,GOOG/NYSE_GBL
GNT,GAMCO Natural Resources,EOD/GNT,GOOG/NYSE_GNT
GME,Gamestop Corporation,EOD/GME,GOOG/NYSE_GME
GPS,Gap,EOD/GPS,GOOG/NYSE_GPS
IT,Gartner,EOD/IT,GOOG/NYSE_IT
GLOG,GasLog LP.,EOD/GLOG,GOOG/NYSE_GLOG
GLOG_A,GasLog LP.,,
GLOP,GasLog Partners LP,EOD/GLOP,
GMT,GATX Corporation,EOD/GMT,GOOG/NYSE_GMT
GZT,Gazit-Globe Ltd.,EOD/GZT,GOOG/NYSE_GZT
GNK,Genco Shipping & Trading Limited Warrants Expiring 12/31/2021 ,EOD/GNK,GOOG/NYSE_GNK
GNRT,Gener8 Maritime,EOD/GNRT,
GNRC,Generac Holdlings Inc.,EOD/GNRC,GOOG/NYSE_GNRC
GAM,General American Investors,EOD/GAM,GOOG/NYSE_GAM
GAM_B,General American Investors,,GOOG/NYSE_GAM_B
BGC,General Cable Corporation,EOD/BGC,GOOG/NYSE_BGC
GD,General Dynamics Corporation,EOD/GD,GOOG/NYSE_GD
GEH,General Electric Capital Corporation,EOD/GEH,
GEK,General Electric Capital Corporation,EOD/GEK,
GE,General Electric Company,EOD/GE,GOOG/NYSE_GE
GEB,General Electric Company,EOD/GEB,
GGP,General Growth Properties,EOD/GGP,GOOG/NYSE_GGP
GGP_A,General Growth Properties,,GOOG/NYSE_GGP_A
GIS,General Mills,EOD/GIS,GOOG/NYSE_GIS
GM,General Motors Company,EOD/GM,GOOG/NYSE_GM
GM_WS_A,General Motors Company,EOD/GM_WS_A,
GM_WS_B,General Motors Company,EOD/GM_WS_B,
GM_WS_C,General Motors Company,EOD/GM_WS_C,
GSI,General Steel Holdings,EOD/GSI,GOOG/NYSE_GSI
GCO,Genesco Inc.,EOD/GCO,GOOG/NYSE_GCO
GWR,Genesee & Wyoming,EOD/GWR,GOOG/NYSE_GWR
GEL,Genesis Energy,EOD/GEL,GOOG/NYSE_GEL
GEN           ,Genesis Healthcare,EOD/GEN           ,GOOG/NYSE_GEN           
GNE,Genie Energy Ltd.,EOD/GNE,GOOG/NYSE_GNE
GNE_A,Genie Energy Ltd.,,GOOG/NYSE_GNE_A
G,Genpact Limited,EOD/G,GOOG/NYSE_G
GPC,Genuine Parts Company,EOD/GPC,GOOG/NYSE_GPC
GNW,Genworth Financial Inc,EOD/GNW,GOOG/NYSE_GNW
GEO,Geo Group Inc (The),EOD/GEO,GOOG/NYSE_GEO
GPRK,Geopark Ltd,EOD/GPRK,
GPE_A,Georgia Power Company,,GOOG/NYSE_GPE_A
GGB,Gerdau S.A.,EOD/GGB,GOOG/NYSE_GGB
GTY,Getty Realty Corporation,EOD/GTY,GOOG/NYSE_GTY
GIMO,Gigamon Inc.,EOD/GIMO,GOOG/NYSE_GIMO
GIL,Gildan Activewear,EOD/GIL,GOOG/NYSE_GIL
GLT,Glatfelter,EOD/GLT,GOOG/NYSE_GLT
GKOS,Glaukos Corporation,EOD/GKOS,
GSK,GlaxoSmithKline PLC,EOD/GSK,GOOG/NYSE_GSK
BRSS,Global Brass and Copper Holdings,EOD/BRSS,GOOG/NYSE_BRSS
GHI,Global High Income Dollar Fund,EOD/GHI,GOOG/NYSE_GHI
GNL,Global Net Lease,EOD/GNL,
GLP,Global Partners LP,EOD/GLP,GOOG/NYSE_GLP
GPN,Global Payments Inc.,EOD/GPN,GOOG/NYSE_GPN
GLPW,Global Power Equipment Group Inc,EOD/GLPW,
GSL,Global Ship Lease,EOD/GSL,GOOG/NYSE_GSL
GSL_B,Global Ship Lease,,
GLOB,Globant S.A.,EOD/GLOB,
GMED,Globus Medical,EOD/GMED,GOOG/NYSE_GMED
GNC,GNC Holdings,EOD/GNC,GOOG/NYSE_GNC
GDDY,GoDaddy Inc.,EOD/GDDY,
GOL,Gol Linhas Aereas Inteligentes S.A.,EOD/GOL,GOOG/NYSE_GOL
GFI,Gold Fields Limited,EOD/GFI,GOOG/NYSE_GFI
GG,Goldcorp Inc.,EOD/GG,GOOG/NYSE_GG
GSBD,Goldman Sachs BDC,EOD/GSBD,
GS,Goldman Sachs Group,EOD/GS,GOOG/NYSE_GS
GS_A,Goldman Sachs Group,,GOOG/NYSE_GS_A
GS_B,Goldman Sachs Group,,GOOG/NYSE_GS_B
GS_C,Goldman Sachs Group,,GOOG/NYSE_GS_C
GS_D,Goldman Sachs Group,,GOOG/NYSE_GS_D
GS_I,Goldman Sachs Group,,GOOG/NYSE_GS_I
GS_J,Goldman Sachs Group,,
GS_K,Goldman Sachs Group,,
GSJ,Goldman Sachs Group,EOD/GSJ,GOOG/NYSE_GSJ
TFG,Goldman Sachs Group,EOD/TFG,GOOG/NYSE_TFG
GER,Goldman Sachs MLP Energy Renaissance Fund,EOD/GER,GOOG/NYSE_GER
GMZ,Goldman Sachs MLP Income Opportunities Fund,EOD/GMZ,
GDP,Goodrich Petroleum Corporation,EOD/GDP,GOOG/NYSE_GDP
GDP_C,Goodrich Petroleum Corporation,,
GDP_D,Goodrich Petroleum Corporation,,
GOV,Government Properties Income Trust,EOD/GOV,GOOG/NYSE_GOV
GPX,GP Strategies Corporation,EOD/GPX,GOOG/NYSE_GPX
GGG,Graco Inc.,EOD/GGG,GOOG/NYSE_GGG
GHM,Graham Corporation,EOD/GHM,
GHC,Graham Holdings Company,EOD/GHC,GOOG/NYSE_GHC
GPT,Gramercy Property Trust Inc.,EOD/GPT,GOOG/NYSE_GPT
GPT_B,Gramercy Property Trust Inc.,,
GRAM,Grana y Montero S.A.A.,EOD/GRAM,GOOG/NYSE_GRAM
GVA,Granite Construction Incorporated,EOD/GVA,GOOG/NYSE_GVA
GRP_U,Granite Real Estate Inc.,EOD/GRP_U,
GPK,Graphic Packaging Holding Company,EOD/GPK,GOOG/NYSE_GPK
GTN,Gray Television,EOD/GTN,GOOG/NYSE_GTN
GTN_A,Gray Television,EOD/GTN_A,GOOG/NYSE_GTN_A
AJX,Great Ajax Corp.,EOD/AJX,
GXP,Great Plains Energy Inc,EOD/GXP,GOOG/NYSE_GXP
GXP_A,Great Plains Energy Inc,,GOOG/NYSE_GXP_A
GXP_D,Great Plains Energy Inc,,GOOG/NYSE_GXP_D
GXP_E,Great Plains Energy Inc,,GOOG/NYSE_GXP_E
GWB,Great Western Bancorp,EOD/GWB,
GB,Greatbatch,EOD/GB,GOOG/NYSE_GB
GDOT,Green Dot Corporation,EOD/GDOT,GOOG/NYSE_GDOT
GBX,Greenbrier Companies,EOD/GBX,GOOG/NYSE_GBX
GHL,Greenhill & Co.,EOD/GHL,GOOG/NYSE_GHL
GEF,Greif Bros. Corporation,EOD/GEF,GOOG/NYSE_GEF
GEF_B,Greif Bros. Corporation,EOD/GEF_B,GOOG/NYSE_GEF_B
GFF,Griffon Corporation,EOD/GFF,GOOG/NYSE_GFF
GPI,Group 1 Automotive,EOD/GPI,GOOG/NYSE_GPI
GRUB,GrubHub Inc.,EOD/GRUB,
PAC,Grupo Aeroportuario Del Pacifico,EOD/PAC,GOOG/NYSE_PAC
ASR,Grupo Aeroportuario del Sureste,EOD/ASR,GOOG/NYSE_ASR
AVAL,Grupo Aval Acciones y Valores S.A.,EOD/AVAL,
BSMX,Grupo Financiero Santander Mexico S.A. B. de C.V.,EOD/BSMX,GOOG/NYSE_BSMX
TV,Grupo Televisa S.A.,EOD/TV,GOOG/NYSE_TV
GTT,GTT Communications,EOD/GTT,
GSH,Guangshen Railway Company Limited,EOD/GSH,GOOG/NYSE_GSH
GES,Guess,EOD/GES,GOOG/NYSE_GES
GBAB,Guggenheim Build America Bonds Managed Duration Trust,EOD/GBAB,GOOG/NYSE_GBAB
GGM,Guggenheim Credit Allocation Fund,EOD/GGM,
GPM,Guggenheim Enhanced Equity Income Fund,EOD/GPM,GOOG/NYSE_GPM
GGE,Guggenheim Enhanced Equity Strategy Fund,EOD/GGE,GOOG/NYSE_GGE
GEQ,Guggenheim Equal Weight Enhanced Equity Income Fund,EOD/GEQ,GOOG/NYSE_GEQ
GOF,Guggenheim Strategic Opportunities Fund,EOD/GOF,GOOG/NYSE_GOF
GWRE,Guidewire Software,EOD/GWRE,GOOG/NYSE_GWRE
GUA,Gulf Power Company,EOD/GUA,GOOG/NYSE_GUA
GLF,GulfMark Offshore,EOD/GLF,GOOG/NYSE_GLF
HRB,H&R Block,EOD/HRB,GOOG/NYSE_HRB
FUL,H. B. Fuller Company,EOD/FUL,GOOG/NYSE_FUL
HAE,Haemonetics Corporation,EOD/HAE,GOOG/NYSE_HAE
HK,Halcon Resources Corporation,EOD/HK,GOOG/NYSE_HK
HAL,Halliburton Company,EOD/HAL,GOOG/NYSE_HAL
HYH,Halyard Health,EOD/HYH,GOOG/NYSE_HYH
HBI,Hanesbrands Inc.,EOD/HBI,GOOG/NYSE_HBI
HGR,Hanger,EOD/HGR,GOOG/NYSE_HGR
HASI,Hannon Armstrong Sustainable Infrastructure Capital,EOD/HASI,GOOG/NYSE_HASI
HOG,Harley-Davidson,EOD/HOG,GOOG/NYSE_HOG
HAR,Harman International Industries,EOD/HAR,GOOG/NYSE_HAR
HMY,Harmony Gold Mining Company Limited,EOD/HMY,GOOG/NYSE_HMY
HRS,Harris Corporation,EOD/HRS,GOOG/NYSE_HRS
HSC,Harsco Corporation,EOD/HSC,GOOG/NYSE_HSC
HHS,Harte-Hanks,EOD/HHS,GOOG/NYSE_HHS
HGH,Hartford Financial Services Group,EOD/HGH,
HIG,Hartford Financial Services Group,EOD/HIG,GOOG/NYSE_HIG
HIG_WS,Hartford Financial Services Group,EOD/HIG_WS,
HNR,Harvest Natural Resources Inc,EOD/HNR,GOOG/NYSE_HNR
HTS,Hatteras Financial Corp,EOD/HTS,GOOG/NYSE_HTS
HTS_A,Hatteras Financial Corp,,GOOG/NYSE_HTS_A
HVT,Haverty Furniture Companies,EOD/HVT,GOOG/NYSE_HVT
HVT_A,Haverty Furniture Companies,EOD/HVT_A,GOOG/NYSE_HVT_A
HE,Hawaiian Electric Industries,EOD/HE,GOOG/NYSE_HE
HE_U,Hawaiian Electric Industries,,GOOG/NYSE_HE_U
HCA,HCA Holdings,EOD/HCA,GOOG/NYSE_HCA
HCI,HCI Group,EOD/HCI,GOOG/NYSE_HCI
HCJ,HCI Group,EOD/HCJ,
HCP,HCP,EOD/HCP,GOOG/NYSE_HCP
HDB,HDFC Bank Limited,EOD/HDB,GOOG/NYSE_HDB
HW,Headwaters Incorporated,EOD/HW,GOOG/NYSE_HW
HNT,Health Net Inc.,EOD/HNT,GOOG/NYSE_HNT
HR,Healthcare Realty Trust Incorporated,EOD/HR,GOOG/NYSE_HR
HTA,Healthcare Trust of America,EOD/HTA,GOOG/NYSE_HTA
HLS,HealthSouth Corporation,EOD/HLS,GOOG/NYSE_HLS
HPY,Heartland Payment Systems,EOD/HPY,GOOG/NYSE_HPY
HL,Hecla Mining Company,EOD/HL,GOOG/NYSE_HL
HL_B,Hecla Mining Company,,GOOG/NYSE_HL_B
HEI,Heico Corporation,EOD/HEI,GOOG/NYSE_HEI
HEI_A,Heico Corporation,EOD/HEI_A,GOOG/NYSE_HEI_A
HLX,Helix Energy Solutions Group,EOD/HLX,GOOG/NYSE_HLX
HP,Helmerich & Payne,EOD/HP,GOOG/NYSE_HP
HLF,Herbalife LTD.,EOD/HLF,GOOG/NYSE_HLF
HTGC,Hercules Technology Growth Capital,EOD/HTGC,GOOG/NYSE_HTGC
HTGX,Hercules Technology Growth Capital,EOD/HTGX,
HTGY,Hercules Technology Growth Capital,EOD/HTGY,
HTGZ,Hercules Technology Growth Capital,EOD/HTGZ,GOOG/NYSE_HTGZ
HRTG,Heritage Insurance Holdings,EOD/HRTG,
HT,Hersha Hospitality Trust,EOD/HT,GOOG/NYSE_HT
HT_B,Hersha Hospitality Trust,,GOOG/NYSE_HT_B
HT_C,Hersha Hospitality Trust,,GOOG/NYSE_HT_C
HSY,Hershey Company (The),EOD/HSY,GOOG/NYSE_HSY
HTZ,Hertz Global Holdings,EOD/HTZ,GOOG/NYSE_HTZ
HES,Hess Corporation,EOD/HES,GOOG/NYSE_HES
HPE,Hewlett Packard Enterprise Company,EOD/HPE,
HXL,Hexcel Corporation,EOD/HXL,GOOG/NYSE_HXL
HF,HFF,EOD/HF,GOOG/NYSE_HF
HGG,HHGregg,EOD/HGG,GOOG/NYSE_HGG
HCLP,Hi-Crush Partners LP,EOD/HCLP,GOOG/NYSE_HCLP
ONE           ,Higher One Holdings,EOD/ONE           ,GOOG/NYSE_ONE           
HIW,Highwoods Properties,EOD/HIW,GOOG/NYSE_HIW
HIL,Hill International,EOD/HIL,GOOG/NYSE_HIL
HI,Hillenbrand Inc,EOD/HI,GOOG/NYSE_HI
HRC,Hill-Rom Holdings Inc,EOD/HRC,GOOG/NYSE_HRC
HTH,Hilltop Holdings Inc.,EOD/HTH,GOOG/NYSE_HTH
HLT,Hilton Worldwide Holdings Inc.,EOD/HLT,
HNI,HNI Corporation,EOD/HNI,GOOG/NYSE_HNI
HMLP,Hoegh LNG Partners LP,EOD/HMLP,
HEP,Holly Energy Partners,EOD/HEP,GOOG/NYSE_HEP
HFC,HollyFrontier Corporation,EOD/HFC,GOOG/NYSE_HFC
HD,Home Depot,EOD/HD,GOOG/NYSE_HD
HMC,Honda Motor Company,EOD/HMC,GOOG/NYSE_HMC
HON,Honeywell International Inc.,EOD/HON,GOOG/NYSE_HON
HMN,Horace Mann Educators Corporation,EOD/HMN,GOOG/NYSE_HMN
HZN,Horizon Global Corporation,EOD/HZN,
HTF,Horizon Technology Finance Corporation,EOD/HTF,
HRL,Hormel Foods Corporation,EOD/HRL,GOOG/NYSE_HRL
HOS,Hornbeck Offshore Services,EOD/HOS,GOOG/NYSE_HOS
HPT,Hospitality Properites Trust,EOD/HPT,GOOG/NYSE_HPT
HPT_D,Hospitality Properites Trust,,GOOG/NYSE_HPT_D
HST,Host Hotels & Resorts,EOD/HST,GOOG/NYSE_HST
HLI,Houlihan Lokey,EOD/HLI,
HSFC_B,Household Finance Corp,,
HOV,Hovnanian Enterprises Inc,EOD/HOV,GOOG/NYSE_HOV
HHC,Howard Hughes Corporation (The),EOD/HHC,GOOG/NYSE_HHC
HPQ,HP Inc.,EOD/HPQ,GOOG/NYSE_HPQ
HRG,HRG Group,EOD/HRG,GOOG/NYSE_HRG
HSBC,HSBC Holdings plc,EOD/HSBC,
HSBC_A,HSBC Holdings plc,,
HSEA,HSBC Holdings plc,EOD/HSEA,
HSEB,HSBC Holdings plc,EOD/HSEB,
HUSI_F,HSBC USA,,
HUSI_G,HSBC USA,,
HUSI_H,HSBC USA,,
HNP,Huaneng Power International,EOD/HNP,GOOG/NYSE_HNP
HUB_A,Hubbell Inc,EOD/HUB_A,GOOG/NYSE_HUB_A
HUB_B,Hubbell Inc,EOD/HUB_B,GOOG/NYSE_HUB_B
HUBS,HubSpot,EOD/HUBS,
HBM,HudBay Minerals Inc,EOD/HBM,GOOG/NYSE_HBM
HBM_WS,HudBay Minerals Inc,EOD/HBM_WS,
HPP,Hudson Pacific Properties,EOD/HPP,GOOG/NYSE_HPP
HPP_B_CL,Hudson Pacific Properties,,
HGT,Hugoton Royalty Trust,EOD/HGT,GOOG/NYSE_HGT
HUM,Humana Inc.,EOD/HUM,GOOG/NYSE_HUM
HII,Huntington Ingalls Industries,EOD/HII,GOOG/NYSE_HII
HUN,Huntsman Corporation,EOD/HUN,GOOG/NYSE_HUN
H,Hyatt Hotels Corporation,EOD/H,GOOG/NYSE_H
HY,Hyster-Yale Materials Handling,EOD/HY,GOOG/NYSE_HY
IAG,Iamgold Corporation,EOD/IAG,GOOG/NYSE_IAG
IBN,ICICI Bank Limited,EOD/IBN,GOOG/NYSE_IBN
IDA,IDACORP,EOD/IDA,GOOG/NYSE_IDA
IEX,IDEX Corporation,EOD/IEX,GOOG/NYSE_IEX
IDT,IDT Corporation,EOD/IDT,GOOG/NYSE_IDT
IHS,IHS Inc.,EOD/IHS,GOOG/NYSE_IHS
ITW,Illinois Tool Works Inc.,EOD/ITW,GOOG/NYSE_ITW
IMN,Imation Corporation,EOD/IMN,GOOG/NYSE_IMN
IMAX,Imax Corporation,EOD/IMAX,GOOG/NYSE_IMAX
IMPV,Imperva,EOD/IMPV,GOOG/NYSE_IMPV
IMPR,Imprivata,EOD/IMPR,
IMS,IMS Health Holdings,EOD/IMS,GOOG/NYSE_IMS
ICD,Independence Contract Drilling,EOD/ICD,
IHC,Independence Holding Company,EOD/IHC,GOOG/NYSE_IHC
IFN,India Fund,EOD/IFN,GOOG/NYSE_IFN
IBA,Industrias Bachoco,EOD/IBA,GOOG/NYSE_IBA
BLOX,Infoblox Inc.,EOD/BLOX,GOOG/NYSE_BLOX
INFY,Infosys Limited,EOD/INFY,GOOG/NYSE_INFY
HIFR,InfraREIT,EOD/HIFR,
IND,ING Group,EOD/IND,GOOG/NYSE_IND
ING,ING Group,EOD/ING,GOOG/NYSE_ING
INZ,ING Group,EOD/INZ,GOOG/NYSE_INZ
ISF,ING Group,EOD/ISF,GOOG/NYSE_ISF
ISG,ING Group,EOD/ISG,GOOG/NYSE_ISG
ISP,ING Group,EOD/ISP,GOOG/NYSE_ISP
IR,Ingersoll-Rand plc (Ireland),EOD/IR,GOOG/NYSE_IR
IM,Ingram Micro Inc.,EOD/IM,GOOG/NYSE_IM
INGR,Ingredion Incorporated,EOD/INGR,GOOG/NYSE_INGR
IRC,Inland Real Estate Corporation,EOD/IRC,GOOG/NYSE_IRC
IRC_A,Inland Real Estate Corporation,,GOOG/NYSE_IRC_A
IRC_B,Inland Real Estate Corporation,,
IPHI,Inphi Corporation,EOD/IPHI,GOOG/NYSE_IPHI
NSP,Insperity,EOD/NSP,GOOG/NYSE_NSP
IBP,Installed Building Products,EOD/IBP,
I,Intelsat S.A.,EOD/I,GOOG/NYSE_I
I_A,Intelsat S.A.,,
ICE,Intercontinental Exchange Inc.,EOD/ICE,GOOG/NYSE_ICE
IHG,Intercontinental Hotels Group,EOD/IHG,GOOG/NYSE_IHG
IFF,Internationa Flavors & Fragrances,EOD/IFF,GOOG/NYSE_IFF
IBM,International Business Machines Corporation,EOD/IBM,GOOG/NYSE_IBM
IGT,International Game Technology,EOD/IGT,GOOG/NYSE_IGT
IP,International Paper Company,EOD/IP,GOOG/NYSE_IP
ISH,International Shipholding Corporation,EOD/ISH,GOOG/NYSE_ISH
ISH_A,International Shipholding Corporation,,GOOG/NYSE_ISH_A
ISH_B,International Shipholding Corporation,,
IOC,InterOil Corporation,EOD/IOC,GOOG/NYSE_IOC
IPG,Interpublic Group of Companies,EOD/IPG,GOOG/NYSE_IPG
IPL_D,Interstate Power and Light Company,,GOOG/NYSE_IPL_D
INXN,InterXion Holding N.V.,EOD/INXN,GOOG/NYSE_INXN
IL,IntraLinks Holdings,EOD/IL,GOOG/NYSE_IL
SNOW,Intrawest Resorts Holdings,EOD/SNOW,
IPI,Intrepid Potash,EOD/IPI,GOOG/NYSE_IPI
XON,Intrexon Corporation,EOD/XON,GOOG/NYSE_XON
IVC,Invacare Corporation,EOD/IVC,GOOG/NYSE_IVC
INVN,InvenSense,EOD/INVN,GOOG/NYSE_INVN
VBF,Invesco Bond Fund,EOD/VBF,GOOG/NYSE_VBF
VCV,Invesco California Value Municipal Income Trust,EOD/VCV,GOOG/NYSE_VCV
VTA,Invesco Credit Opportunities Fund,EOD/VTA,GOOG/NYSE_VTA
VLT,Invesco High Income Trust II,EOD/VLT,GOOG/NYSE_VLT
IVR,INVESCO MORTGAGE CAPITAL INC,EOD/IVR,GOOG/NYSE_IVR
IVR_B,INVESCO MORTGAGE CAPITAL INC,,
IVR_A,Invesco Mortgage Capital Inc.,,GOOG/NYSE_IVR_A
OIA,Invesco Municipal Income Opportunities Trust,EOD/OIA,GOOG/NYSE_OIA
VMO,Invesco Municipal Opportunity Trust,EOD/VMO,GOOG/NYSE_VMO
VKQ,Invesco Municipal Trust,EOD/VKQ,GOOG/NYSE_VKQ
VPV,Invesco Pennsylvania Value Municipal Income Trust,EOD/VPV,GOOG/NYSE_VPV
IVZ,Invesco Plc,EOD/IVZ,GOOG/NYSE_IVZ
IQI,Invesco Quality Municipal Income Trust,EOD/IQI,GOOG/NYSE_IQI
VVR,Invesco Senior Income Trust,EOD/VVR,GOOG/NYSE_VVR
VTN,Invesco Trust  for Investment Grade New York Municipal,EOD/VTN,GOOG/NYSE_VTN
VGM,Invesco Trust for Investment Grade Municipals,EOD/VGM,GOOG/NYSE_VGM
IIM,Invesco Value Municipal Income Trust,EOD/IIM,GOOG/NYSE_IIM
ITG,Investment Technology Group,EOD/ITG,GOOG/NYSE_ITG
IRET,Investors Real Estate Trust,EOD/IRET,GOOG/NYSE_IRET
IRET_,Investors Real Estate Trust,,
IRET_B,Investors Real Estate Trust,,
NVTA,Invitae Corporation,EOD/NVTA,
IO,Ion Geophysical Corporation,EOD/IO,GOOG/NYSE_IO
IRM,Iron Mountain Incorporated,EOD/IRM,GOOG/NYSE_IRM
IRS,IRSA Inversiones Y Representaciones S.A.,EOD/IRS,GOOG/NYSE_IRS
ICL,Israel Chemicals Shs,EOD/ICL,
STAR          ,iStar Financial Inc.,EOD/STAR          ,
STAR_D,iStar Financial Inc.,,
STAR_E,iStar Financial Inc.,,
STAR_F,iStar Financial Inc.,,
STAR_G,iStar Financial Inc.,,
STAR_I,iStar Financial Inc.,,
ITUB,Itau Unibanco Banco Holding SA,EOD/ITUB,GOOG/NYSE_ITUB
